FID,CID,Type,POINT_X,POINT_Y
1723, 0, 2, -13182950.4337, 4021890.43568
1724, 0, 1, -13183190.8994, 4020714.09355
1725, 0, 2, -13181805.5838, 4021320.12668
1726, 0, 1, -13182412.3301, 4020108.76868
1727, 0, 2, -13181773.952, 4020986.48819
1728, 0, 1, -13182682.9038, 4020371.02978
1729, 0, 1, -13182506.3797, 4019981.6713
1730, 0, 1, -13182194.0278, 4020049.36163
1731, 0, 2, -13183124.7503, 4021608.17872
1732, 0, 1, -13183073.1664, 4020795.44678
1733, 0, 2, -13181633.1742, 4021374.47978
1734, 0, 2, -13183032.1591, 4021776.38242
1735, 0, 1, -13183008.0148, 4020516.59065
1736, 0, 1, -13182938.7912, 4020567.27263
1737, 0, 2, -13181923.7574, 4020866.66612
1738, 0, 2, -13182604.7406, 4021773.46782
1739, 0, 1, -13182473.7162, 4019935.40317
1740, 0, 2, -13182534.7521, 4021370.60371
1741, 0, 2, -13182281.3149, 4021060.62705
1742, 0, 2, -13181636.774, 4021176.65341
1743, 0, 1, -13182979.8989, 4020537.32034
1744, 0, 2, -13181654.7847, 4021404.34608
1745, 0, 2, -13182831.8371, 4021677.87734
1746, 0, 2, -13181704.3786, 4021099.24352
1747, 0, 2, -13181769.2151, 4020942.15056
1748, 0, 1, -13182505.1787, 4020033.82017
1749, 0, 2, -13182671.942, 4021808.91486
1750, 0, 1, -13183179.8569, 4020474.68516
1751, 0, 1, -13183148.4336, 4020392.99642
1752, 0, 2, -13182872.044, 4021682.43524
1753, 0, 2, -13181823.4916, 4021327.45326
1754, 0, 1, -13182365.1105, 4020008.44568
1755, 0, 2, -13182994.9571, 4021739.57333
1756, 0, 1, -13183102.5949, 4020712.14934
1757, 0, 2, -13181791.7161, 4021044.39103
1758, 0, 2, -13182830.1232, 4021798.36428
1759, 0, 2, -13182929.5363, 4021588.03687
1760, 0, 2, -13182922.5406, 4021721.77323
1761, 0, 2, -13181821.9615, 4021101.97916
1762, 0, 2, -13181612.7152, 4021187.48725
1763, 0, 1, -13182472.8781, 4020006.54532
1764, 0, 2, -13181785.9637, 4021004.85099
1765, 0, 2, -13181952.2251, 4021019.65359
1766, 0, 1, -13183038.8102, 4020647.1224
1767, 0, 2, -13182912.1875, 4021528.13837
1768, 0, 2, -13183045.2581, 4021589.38807
1769, 0, 1, -13183058.5113, 4020808.28096
1770, 0, 2, -13183026.8734, 4021624.1848
1771, 0, 2, -13182824.7348, 4021695.91239
1772, 0, 2, -13181979.6304, 4020991.0315
1773, 0, 2, -13182264.6662, 4021050.47058
1774, 0, 2, -13182638.1895, 4021606.46384
1775, 0, 2, -13181726.616, 4021316.16207
1776, 0, 2, -13182808.9633, 4021526.79658
1777, 0, 1, -13182383.5668, 4019991.10947
1778, 0, 2, -13181814.1149, 4020931.40514
1779, 0, 2, -13181984.6475, 4021165.29836
1780, 0, 2, -13181855.5653, 4020971.1596
1781, 0, 1, -13182985.7023, 4020656.46263
1782, 0, 2, -13182736.8783, 4021822.32405
1783, 0, 2, -13181725.1677, 4020965.76499
1784, 0, 2, -13182988.5338, 4021830.30948
1785, 0, 2, -13183040.7585, 4021678.59671
1786, 0, 2, -13182852.4753, 4021722.64756
1787, 0, 2, -13181686.0674, 4021002.48334
1788, 0, 2, -13181748.8172, 4021248.22024
1789, 0, 2, -13181782.5339, 4021066.95082
1790, 0, 2, -13181683.3819, 4021351.06902
1791, 0, 1, -13182861.099, 4020552.44864
1792, 0, 1, -13182510.7372, 4020016.29156
1793, 0, 2, -13181647.326, 4021307.03412
1794, 0, 1, -13182894.778, 4020862.67899
1795, 0, 1, -13182843.6354, 4020675.20191
1796, 0, 2, -13181770.4459, 4021018.8654
1797, 0, 1, -13182845.8369, 4020713.78001
1798, 0, 1, -13183103.5695, 4020440.78844
1799, 0, 1, -13182652.4121, 4020298.71861
1800, 0, 2, -13182871.264, 4021736.66285
1801, 0, 1, -13182703.6235, 4020358.52506
1802, 0, 2, -13181809.027, 4021279.4734
1803, 0, 2, -13182969.7915, 4021532.01018
1804, 0, 2, -13182939.3166, 4021579.54415
1805, 0, 1, -13182372.9858, 4019940.55685
1806, 0, 2, -13183009.7986, 4021784.43009
1807, 0, 1, -13183223.6718, 4020672.53544
1808, 0, 2, -13181701.9197, 4021358.51029
1809, 0, 1, -13182906.9198, 4020627.32738
1810, 0, 2, -13182278.4541, 4021053.72461
1811, 0, 1, -13182415.8637, 4020121.93756
1812, 0, 2, -13181694.0621, 4021154.87093
1813, 0, 2, -13182569.6458, 4021719.2372
1814, 0, 2, -13182957.0571, 4021738.97504
1815, 0, 1, -13182540.4672, 4020197.71896
1816, 0, 1, -13182239.8035, 4019999.43191
1817, 0, 1, -13182353.9212, 4020038.51056
1818, 0, 2, -13182862.856, 4021690.49482
1819, 0, 1, -13182214.5063, 4020072.89504
1820, 0, 2, -13181828.8623, 4021171.08288
1821, 0, 2, -13181840.6846, 4021069.57445
1822, 0, 1, -13183088.8542, 4020681.95947
1823, 0, 2, -13181615.263, 4021119.46337
1824, 0, 2, -13183136.8043, 4021614.06173
1825, 0, 1, -13183167.2947, 4020680.13402
1826, 0, 1, -13183022.9916, 4020615.3045
1827, 0, 2, -13181625.2501, 4021193.87623
1828, 0, 1, -13182257.8228, 4020093.8541
1829, 0, 1, -13182683.916, 4020380.91263
1830, 0, 2, -13182954.6816, 4021576.72795
1831, 0, 1, -13182987.2868, 4020854.12312
1832, 0, 2, -13181690.6837, 4021006.20792
1833, 0, 2, -13182793.1975, 4021883.99574
1834, 0, 2, -13181698.3088, 4021136.89074
1835, 0, 2, -13183039.6811, 4021761.44245
1836, 0, 1, -13182265.0215, 4020089.96289
1837, 0, 2, -13183086.6198, 4021683.05398
1838, 0, 1, -13182850.1765, 4020775.38387
1839, 0, 1, -13183163.2187, 4020722.82541
1840, 0, 2, -13183025.2897, 4021619.57136
1841, 0, 1, -13182973.9709, 4020876.09448
1842, 0, 1, -13183071.0909, 4020491.52734
1843, 0, 2, -13181745.3031, 4021256.65562
1844, 0, 1, -13182453.3341, 4019883.14941
1845, 0, 1, -13182948.4171, 4020582.69952
1846, 0, 2, -13181904.2118, 4021294.93144
1847, 0, 1, -13182907.238, 4020753.85707
1848, 0, 2, -13182952.855, 4021797.95592
1849, 0, 2, -13181779.3178, 4021248.39599
1850, 0, 2, -13181724.6205, 4021287.32723
1851, 0, 1, -13183198.3619, 4020676.62611
1852, 0, 1, -13183234.2216, 4020574.20789
1853, 0, 2, -13181795.52, 4021102.93881
1854, 0, 2, -13181763.41, 4020885.46733
1855, 0, 2, -13181928.1727, 4020903.16178
1856, 0, 2, -13182838.7244, 4021320.29759
1857, 0, 1, -13183277.3645, 4020621.44748
1858, 0, 2, -13181607.2298, 4021274.39009
1859, 0, 2, -13181812.7186, 4021357.81541
1860, 0, 2, -13182854.5813, 4021895.65896
1861, 0, 2, -13182810.9819, 4021644.82308
1862, 0, 1, -13182445.5628, 4019915.88708
1863, 0, 2, -13183163.7579, 4021652.36154
1864, 0, 1, -13182455.7085, 4019996.74902
1865, 0, 2, -13181740.6162, 4020913.26957
1866, 0, 1, -13182857.905, 4020670.38016
1867, 0, 1, -13182889.1966, 4020797.96431
1868, 0, 2, -13181747.8928, 4021409.38508
1869, 0, 2, -13181715.32, 4021382.25721
1870, 0, 2, -13181879.3076, 4021082.03531
1871, 0, 2, -13182872.6518, 4021699.73393
1872, 0, 2, -13183022.4446, 4021794.9896
1873, 0, 2, -13181852.4374, 4021107.33821
1874, 0, 2, -13182793.3804, 4021879.25987
1875, 0, 1, -13182223.7581, 4020053.25052
1876, 0, 1, -13183087.1345, 4020746.7737
1877, 0, 1, -13182936.2282, 4020823.13621
1878, 0, 2, -13181651.401, 4021124.06611
1879, 0, 2, -13181943.4014, 4020998.22097
1880, 0, 2, -13181920.9103, 4021000.83162
1881, 0, 2, -13183083.2348, 4021814.7949
1882, 0, 1, -13182422.0703, 4019929.2756
1883, 0, 1, -13183149.3022, 4020603.34019
1884, 0, 2, -13181942.2638, 4021059.90067
1885, 0, 1, -13183001.0562, 4020873.19818
1886, 0, 2, -13183084.2226, 4021764.70344
1887, 0, 2, -13182830.1182, 4021854.38705
1888, 0, 2, -13183036.4238, 4021618.84854
1889, 0, 1, -13183135.9802, 4020639.72084
1890, 0, 2, -13181840.8495, 4020961.09565
1891, 0, 1, -13182267.541, 4019954.78994
1892, 0, 2, -13181713.4904, 4021053.02501
1893, 0, 1, -13182394.7247, 4019999.78998
1894, 0, 1, -13183027.0664, 4020794.27004
1895, 0, 2, -13182869.4693, 4021539.45524
1896, 0, 1, -13182861.155, 4020818.60225
1897, 0, 2, -13182886.165, 4021876.14895
1898, 0, 2, -13182857.523, 4021856.22513
1899, 0, 1, -13182841.9372, 4020788.72737
1900, 0, 1, -13182856.7649, 4020551.93452
1901, 0, 2, -13182667.2463, 4021300.83344
1902, 0, 1, -13182457.8561, 4020002.84943
1903, 0, 2, -13182808.8687, 4021867.22009
1904, 0, 1, -13183194.742, 4020717.86706
1905, 0, 2, -13181813.687, 4021395.30821
1906, 0, 2, -13183132.5184, 4021691.86819
1907, 0, 2, -13182633.6269, 4021680.35471
1908, 0, 2, -13181763.6231, 4020994.6943
1909, 0, 2, -13181899.7182, 4021203.18323
1910, 0, 1, -13183173.6977, 4020449.42945
1911, 0, 2, -13181935.6938, 4021161.74322
1912, 0, 1, -13183205.7917, 4020501.53185
1913, 0, 2, -13183042.7708, 4021584.68913
1914, 0, 1, -13183066.0954, 4020683.89778
1915, 0, 1, -13183075.9439, 4020683.47137
1916, 0, 2, -13181756.8372, 4020983.45483
1917, 0, 1, -13182898.4448, 4020763.26369
1918, 0, 2, -13182206.6289, 4021089.60202
1919, 0, 1, -13182495.454, 4020044.42198
1920, 0, 2, -13181778.0715, 4021270.65308
1921, 0, 1, -13183280.5289, 4020546.10978
1922, 0, 2, -13182747.4931, 4021827.73089
1923, 0, 1, -13182812.1039, 4020488.04762
1924, 0, 2, -13183098.525, 4021596.23468
1925, 0, 1, -13182361.4225, 4020073.31305
1926, 0, 2, -13181635.8748, 4021327.21626
1927, 0, 1, -13182904.1216, 4020679.67843
1928, 0, 1, -13182729.0161, 4020422.39599
1929, 0, 1, -13183185.0377, 4020544.65286
1930, 0, 2, -13182448.9569, 4021358.52563
1931, 0, 1, -13182337.6334, 4020170.94046
1932, 0, 1, -13183001.3616, 4020859.24419
1933, 0, 2, -13181749.1918, 4021064.13906
1934, 0, 2, -13181820.1572, 4021150.79404
1935, 0, 2, -13182902.0967, 4021727.60711
1936, 0, 2, -13181774.9649, 4020941.17463
1937, 0, 2, -13181678.0081, 4021411.14476
1938, 0, 1, -13182287.5496, 4020030.9456
1939, 0, 2, -13181846.4762, 4021354.34646
1940, 0, 1, -13182404.941, 4019934.9226
1941, 0, 1, -13183029.4308, 4020778.80772
1942, 0, 2, -13182974.8421, 4021675.93482
1943, 0, 1, -13182279.5102, 4019920.70627
1944, 0, 1, -13182327.7867, 4019845.78009
1945, 0, 2, -13182743.0396, 4021843.55838
1946, 0, 2, -13181674.2277, 4020967.87585
1947, 0, 2, -13182343.5313, 4021046.80517
1948, 0, 1, -13183076.4263, 4020775.49667
1949, 0, 1, -13182228.0175, 4020082.56333
1950, 0, 1, -13182325.2585, 4020152.54922
1951, 0, 2, -13181998.9358, 4020939.69585
1952, 0, 2, -13182909.3991, 4021701.32058
1953, 0, 2, -13182834.7151, 4021860.56101
1954, 0, 2, -13182961.1204, 4021750.75114
1955, 0, 1, -13182722.2772, 4020373.63779
1956, 0, 1, -13182926.2278, 4020878.296
1957, 0, 1, -13182819.0973, 4020481.23147
1958, 0, 1, -13182329.4188, 4020118.1002
1959, 0, 1, -13182974.2984, 4020879.62125
1960, 0, 1, -13182956.5552, 4020892.13664
1961, 0, 2, -13181859.0039, 4021301.83411
1962, 0, 2, -13181938.3666, 4020880.18206
1963, 0, 2, -13181779.0595, 4021357.51233
1964, 0, 2, -13183067.3521, 4021541.39337
1965, 0, 2, -13183157.0536, 4021774.38618
1966, 0, 2, -13181876.5667, 4021168.2018
1967, 0, 2, -13183062.8552, 4021709.49513
1968, 0, 1, -13182833.9843, 4020494.87363
1969, 0, 1, -13183166.3173, 4020478.94219
1970, 0, 1, -13182305.8365, 4020034.40368
1971, 0, 2, -13181693.7861, 4021083.60362
1972, 0, 2, -13181892.436, 4021009.24447
1973, 0, 1, -13182999.3102, 4020594.99674
1974, 0, 2, -13182805.1186, 4021755.42065
1975, 0, 2, -13181692.8415, 4020968.89611
1976, 0, 1, -13182579.9105, 4020230.81977
1977, 0, 1, -13183181.388, 4020713.14463
1978, 0, 2, -13183119.2385, 4021576.51138
1979, 0, 2, -13182581.1752, 4021700.28496
1980, 0, 1, -13183091.0564, 4020522.05378
1981, 0, 1, -13183207.0697, 4020618.31
1982, 0, 1, -13183000.8778, 4020854.83425
1983, 0, 1, -13182425.5775, 4019873.29333
1984, 0, 2, -13181731.1181, 4020986.32559
1985, 0, 1, -13183222.9033, 4020553.01215
1986, 0, 2, -13181844.2253, 4020867.73643
1987, 0, 1, -13182995.4394, 4020632.71245
1988, 0, 2, -13182751.6137, 4021522.93099
1989, 0, 1, -13182320.3136, 4020013.99006
1990, 0, 1, -13183043.8154, 4020687.88775
1991, 0, 2, -13181858.8704, 4020928.99342
1992, 0, 1, -13182803.7119, 4020742.48001
1993, 0, 2, -13182927.7202, 4021726.3635
1994, 0, 2, -13182612.7964, 4021332.87807
1995, 0, 2, -13182664.0311, 4021638.51698
1996, 0, 2, -13182907.6139, 4021697.14215
1997, 0, 2, -13182884.5729, 4021616.38631
1998, 0, 2, -13183090.0834, 4021682.69607
1999, 0, 2, -13181897.09, 4021124.0133
2000, 0, 2, -13181817.6594, 4020897.08085
2001, 0, 2, -13181730.7061, 4021073.20678
2002, 0, 1, -13183024.9551, 4020791.21899
2003, 0, 2, -13182983.2973, 4021625.55794
2004, 0, 1, -13182299.0607, 4019846.46669
2005, 0, 2, -13182770.5546, 4021646.59739
2006, 0, 1, -13183093.6487, 4020683.58901
2007, 0, 2, -13182789.6471, 4021795.39911
2008, 0, 2, -13182967.9025, 4021659.45331
2009, 0, 2, -13181943.4517, 4021195.01747
2010, 0, 2, -13182910.1985, 4021855.76994
2011, 0, 1, -13183062.7743, 4020823.33319
2012, 0, 2, -13181603.812, 4021321.61022
2013, 0, 2, -13181941.8289, 4020875.73747
2014, 0, 1, -13182341.6157, 4019892.91922
2015, 0, 1, -13182877.0124, 4020746.86815
2016, 0, 2, -13181954.8356, 4021198.4972
2017, 0, 1, -13182920.1458, 4020746.73065
2018, 0, 1, -13182394.7521, 4019898.94009
2019, 0, 2, -13182987.8019, 4021703.48262
2020, 0, 2, -13181646.0952, 4021371.94573
2021, 0, 2, -13182613.062, 4021679.05949
2022, 0, 2, -13181610.4626, 4021364.96631
2023, 0, 2, -13183113.2809, 4021704.74235
2024, 0, 2, -13183189.3979, 4021640.76751
2025, 0, 2, -13182780.1391, 4021574.81314
2026, 0, 1, -13182346.1969, 4019914.27194
2027, 0, 2, -13183069.3126, 4021680.44831
2028, 0, 2, -13181685.1246, 4021380.90581
2029, 0, 2, -13183133.6684, 4021651.00596
2030, 0, 2, -13182946.9861, 4021878.22867
2031, 0, 2, -13181715.2362, 4021185.6176
2032, 0, 1, -13183149.5402, 4020402.57204
2033, 0, 2, -13183088.9086, 4021738.11269
2034, 0, 2, -13182883.9168, 4021379.3273
2035, 0, 2, -13182617.9457, 4021727.60465
2036, 0, 2, -13181880.8525, 4021145.98436
2037, 0, 1, -13183010.8193, 4020559.67459
2038, 0, 1, -13183134.2237, 4020706.63532
2039, 0, 2, -13182587.0926, 4021639.2848
2040, 0, 1, -13182263.6006, 4020080.61479
2041, 0, 1, -13183099.2239, 4020694.29191
2042, 0, 1, -13182194.6724, 4020075.56569
2043, 0, 1, -13183104.4533, 4020451.92091
2044, 0, 2, -13182776.6856, 4021578.92611
2045, 0, 1, -13182408.4539, 4019998.6502
2046, 0, 2, -13182417.0714, 4021074.15901
2047, 0, 2, -13182959.3285, 4021746.46196
2048, 0, 1, -13182974.248, 4020550.91166
2049, 0, 2, -13182227.6925, 4021075.80976
2050, 0, 1, -13183039.2506, 4020639.42757
2051, 0, 2, -13182420.9256, 4021107.14559
2052, 0, 2, -13182913.06, 4021638.48178
2053, 0, 1, -13183072.8258, 4020754.36853
2054, 0, 2, -13181799.7959, 4021224.90093
2055, 0, 2, -13181922.7917, 4020904.26954
2056, 0, 2, -13183006.7937, 4021853.45542
2057, 0, 2, -13182571.4288, 4021725.6614
2058, 0, 1, -13183277.0457, 4020645.6954
2059, 0, 2, -13183174.2075, 4021654.08041
2060, 0, 2, -13182920.858, 4021546.92876
2061, 0, 1, -13182994.9278, 4020637.22339
2062, 0, 2, -13181674.3906, 4021125.94533
2063, 0, 2, -13182927.1392, 4021869.28728
2064, 0, 1, -13182275.6363, 4020133.58168
2065, 0, 1, -13183220.757, 4020524.56288
2066, 0, 2, -13181812.6831, 4021103.23478
2067, 0, 1, -13182834.8314, 4020707.04136
2068, 0, 1, -13182289.9404, 4019996.34574
2069, 0, 2, -13182891.3136, 4021596.27899
2070, 0, 2, -13182198.24, 4021093.24853
2071, 0, 2, -13182805.4799, 4021585.86916
2072, 0, 2, -13181960.3879, 4021023.03372
2073, 0, 2, -13182802.4926, 4021552.48948
2074, 0, 2, -13182925.9952, 4021658.67416
2075, 0, 2, -13182732.8191, 4021826.8285
2076, 0, 1, -13182918.6839, 4020857.31426
2077, 0, 2, -13182701.3145, 4021581.14321
2078, 0, 2, -13182735.5035, 4021653.28713
2079, 0, 2, -13182958.5144, 4021773.39839
2080, 0, 1, -13183250.2551, 4020624.90418
2081, 0, 2, -13182978.221, 4021643.84514
2082, 0, 1, -13183018.0492, 4020629.07923
2083, 0, 2, -13181976.5395, 4021172.68284
2084, 0, 2, -13181671.6346, 4021266.23441
2085, 0, 1, -13183193.0097, 4020536.25092
2086, 0, 2, -13181690.9382, 4021197.57929
2087, 0, 1, -13182433.854, 4020038.27879
2088, 0, 2, -13181828.8491, 4020995.92759
2089, 0, 2, -13181600.2467, 4021362.72353
2090, 0, 1, -13182913.3993, 4020671.46884
2091, 0, 2, -13182725.3174, 4021814.2952
2092, 0, 1, -13182210.5626, 4019949.00353
2093, 0, 2, -13181609.5123, 4021108.38956
2094, 0, 2, -13183027.4326, 4021580.93697
2095, 0, 2, -13183039.8711, 4021605.78027
2096, 0, 1, -13182252.7626, 4020145.43798
2097, 0, 2, -13181987.5898, 4020942.3502
2098, 0, 2, -13181878.679, 4021180.94339
2099, 0, 2, -13181895.9745, 4020971.18651
2100, 0, 2, -13181822.2144, 4021291.43853
2101, 0, 1, -13183132.789, 4020405.73026
2102, 0, 2, -13182791.7774, 4021768.07565
2103, 0, 2, -13181739.6435, 4020937.19705
2104, 0, 2, -13181593.5181, 4021249.26823
2105, 0, 1, -13183109.9091, 4020785.15415
2106, 0, 2, -13181650.3375, 4021059.87384
2107, 0, 1, -13182430.6092, 4020018.72571
2108, 0, 2, -13182186.1604, 4021088.04778
2109, 0, 2, -13181894.1055, 4021288.96626
2110, 0, 2, -13182869.9076, 4021734.22323
2111, 0, 2, -13181685.2467, 4021218.72039
2112, 0, 2, -13183028.463, 4021865.4289
2113, 0, 2, -13181619.0254, 4021152.8794
2114, 0, 2, -13181909.9149, 4021142.2945
2115, 0, 2, -13181643.3381, 4021186.88475
2116, 0, 1, -13183027.7995, 4020823.22433
2117, 0, 2, -13182899.3886, 4021725.84155
2118, 0, 2, -13181893.4328, 4021315.20775
2119, 0, 1, -13182573.1034, 4020249.25778
2120, 0, 2, -13183055.3749, 4021644.44218
2121, 0, 2, -13182939.5613, 4021723.04848
2122, 0, 2, -13181848.879, 4021074.77372
2123, 0, 2, -13182669.431, 4021753.06556
2124, 0, 2, -13181868.4253, 4020835.84247
2125, 0, 2, -13182793.4731, 4021700.82126
2126, 0, 2, -13183062.1243, 4021790.53825
2127, 0, 1, -13182226.8655, 4019982.94126
2128, 0, 1, -13183123.6869, 4020672.19893
2129, 0, 2, -13181812.348, 4021024.67746
2130, 0, 2, -13183082.1276, 4021699.47409
2131, 0, 2, -13181740.5864, 4021190.74619
2132, 0, 1, -13182923.1348, 4020823.10125
2133, 0, 2, -13181667.2012, 4021360.6877
2134, 0, 2, -13182619.0612, 4021586.16798
2135, 0, 1, -13182928.6324, 4020802.85181
2136, 0, 2, -13182731.2282, 4021809.61353
2137, 0, 2, -13183069.0675, 4021853.27511
2138, 0, 1, -13182188.7507, 4019940.24526
2139, 0, 2, -13181751.8532, 4021199.29819
2140, 0, 1, -13182504.6415, 4019976.74648
2141, 0, 1, -13182944.533, 4020688.58475
2142, 0, 2, -13182919.251, 4021602.26907
2143, 0, 2, -13182942.334, 4021553.54156
2144, 0, 2, -13181716.073, 4021266.34688
2145, 0, 1, -13182364.0542, 4019925.36487
2146, 0, 2, -13182969.2428, 4021762.46898
2147, 0, 1, -13183151.3765, 4020443.88798
2148, 0, 2, -13183007.231, 4021858.27837
2149, 0, 2, -13183061.7005, 4021678.73184
2150, 0, 1, -13183043.0149, 4020642.04677
2151, 0, 2, -13181712.3933, 4021143.22831
2152, 0, 1, -13182904.4897, 4020662.89029
2153, 0, 2, -13181842.2291, 4021161.96637
2154, 0, 2, -13181746.1676, 4020936.38371
2155, 0, 2, -13181817.9714, 4021165.39195
2156, 0, 1, -13182250.7865, 4019932.82361
2157, 0, 2, -13182886.0312, 4021628.82881
2158, 0, 2, -13181755.7291, 4021415.36835
2159, 0, 1, -13182916.3346, 4020701.24796
2160, 0, 1, -13182992.1089, 4020639.80424
2161, 0, 2, -13182815.7428, 4021727.19558
2162, 0, 1, -13183180.1032, 4020472.09498
2163, 0, 2, -13182812.5764, 4021768.14372
2164, 0, 2, -13181906.8418, 4021046.05794
2165, 0, 2, -13181765.2368, 4021029.31336
2166, 0, 2, -13181938.0019, 4020877.48333
2167, 0, 1, -13183111.4407, 4020777.19291
2168, 0, 2, -13181734.5701, 4021200.95921
2169, 0, 2, -13181860.7183, 4021327.29636
2170, 0, 2, -13183109.1645, 4021832.01774
2171, 0, 2, -13182700.3566, 4021800.0356
2172, 0, 1, -13182223.4854, 4019925.6064
2173, 0, 1, -13182975.177, 4020576.32569
2174, 0, 1, -13182905.7072, 4020627.66265
2175, 0, 1, -13183012.2625, 4020657.59669
2176, 0, 2, -13181776.9257, 4021173.14428
2177, 0, 2, -13181850.0033, 4020927.23574
2178, 0, 2, -13183087.4401, 4021761.97742
2179, 0, 2, -13181577.1912, 4021228.7917
2180, 0, 2, -13181941.005, 4021105.02148
2181, 0, 2, -13183051.8818, 4021627.37461
2182, 0, 2, -13183088.0419, 4021570.39147
2183, 0, 2, -13181980.7817, 4021118.68173
2184, 0, 2, -13181773.5382, 4021046.50817
2185, 0, 1, -13182780.9527, 4020462.27427
2186, 0, 2, -13181829.2334, 4021381.70521
2187, 0, 1, -13182822.3352, 4020669.9935
2188, 0, 2, -13183087.1649, 4021651.3547
2189, 0, 2, -13181873.8231, 4021170.33817
2190, 0, 1, -13182808.6594, 4020782.48989
2191, 0, 1, -13183077.4991, 4020761.70673
2192, 0, 2, -13181682.1961, 4021275.69543
2193, 0, 2, -13183065.8455, 4021745.51604
2194, 0, 2, -13181720.9759, 4021303.38331
2195, 0, 2, -13181788.712, 4021050.47329
2196, 0, 1, -13182369.0571, 4019975.30634
2197, 0, 1, -13183075.7087, 4020813.87026
2198, 0, 2, -13182635.6965, 4021595.86126
2199, 0, 2, -13181770.3539, 4021124.64498
2200, 0, 1, -13182890.7778, 4020613.98736
2201, 0, 2, -13183113.2412, 4021726.10294
2202, 0, 2, -13181811.1552, 4021235.14358
2203, 0, 1, -13182407.321, 4020171.23405
2204, 0, 2, -13181645.2859, 4021075.25423
2205, 0, 1, -13182438.1466, 4019971.81224
2206, 0, 2, -13182647.3065, 4021311.40679
2207, 0, 2, -13181652.4631, 4021194.97706
2208, 0, 2, -13182757.3795, 4021706.49258
2209, 0, 1, -13182672.6983, 4020326.03788
2210, 0, 1, -13182325.184, 4019977.60359
2211, 0, 1, -13182451.3311, 4019985.5774
2212, 0, 2, -13182827.2749, 4021533.38766
2213, 0, 1, -13182482.3268, 4019961.71523
2214, 0, 2, -13181915.1492, 4020934.01463
2215, 0, 2, -13181681.217, 4021333.88991
2216, 0, 1, -13183147.4659, 4020727.36081
2217, 0, 2, -13182809.4493, 4021680.79228
2218, 0, 2, -13182947.4423, 4021539.28843
2219, 0, 2, -13181845.7332, 4021157.48259
2220, 0, 2, -13182863.9577, 4021705.71421
2221, 0, 1, -13183002.506, 4020766.3031
2222, 0, 1, -13183125.9983, 4020597.43605
2223, 0, 1, -13182493.5993, 4020041.69274
2224, 0, 1, -13182214.1485, 4019902.68723
2225, 0, 2, -13182355.7172, 4021043.89085
2226, 0, 2, -13182889.656, 4021807.11132
2227, 0, 1, -13182332.8836, 4020151.8201
2228, 0, 1, -13183142.4067, 4020503.25051
2229, 0, 2, -13181822.197, 4021080.63762
2230, 0, 2, -13183038.5955, 4021539.19055
2231, 0, 2, -13182879.6174, 4021799.30054
2232, 0, 2, -13182742.1352, 4021571.60913
2233, 0, 1, -13182246.1319, 4020092.99271
2234, 0, 2, -13183198.9529, 4021658.70877
2235, 0, 2, -13181622.4725, 4021296.84586
2236, 0, 2, -13181816.3752, 4021019.04142
2237, 0, 2, -13181813.0021, 4021159.79921
2238, 0, 1, -13182543.4425, 4020191.6587
2239, 0, 2, -13181777.1334, 4021288.46593
2240, 0, 2, -13183052.2618, 4021603.78771
2241, 0, 2, -13182194.2315, 4021080.89408
2242, 0, 1, -13183131.5246, 4020772.54248
2243, 0, 1, -13182757.8388, 4020412.04047
2244, 0, 2, -13182914.5612, 4021502.8058
2245, 0, 2, -13182910.6083, 4021755.79054
2246, 0, 1, -13182301.6671, 4020066.22001
2247, 0, 2, -13182833.2269, 4021618.51741
2248, 0, 1, -13183240.6614, 4020560.49669
2249, 0, 2, -13181844.1507, 4020860.11582
2250, 0, 1, -13183094.8547, 4020774.77348
2251, 0, 1, -13183151.5456, 4020405.04297
2252, 0, 2, -13181973.9716, 4020965.27438
2253, 0, 1, -13182332.1168, 4020162.68857
2254, 0, 2, -13181812.0749, 4020873.56186
2255, 0, 1, -13182455.5031, 4020109.70128
2256, 0, 1, -13182942.0193, 4020754.41194
2257, 0, 2, -13182808.1374, 4021734.71287
2258, 0, 2, -13181935.8462, 4020930.55483
2259, 0, 1, -13183216.9358, 4020536.15168
2260, 0, 2, -13182944.484, 4021626.34059
2261, 0, 1, -13182425.7679, 4020082.31183
2262, 0, 2, -13182915.4925, 4021690.42763
2263, 0, 1, -13183051.3222, 4020591.60205
2264, 0, 2, -13181854.5785, 4020952.25331
2265, 0, 2, -13181830.69, 4021059.15961
2266, 0, 1, -13183312.2664, 4020577.40317
2267, 0, 2, -13182903.6415, 4021828.81138
2268, 0, 1, -13182934.1561, 4020738.95014
2269, 0, 1, -13182398.2629, 4020039.99469
2270, 0, 2, -13182882.1541, 4021816.7009
2271, 0, 2, -13182760.1778, 4021816.87964
2272, 0, 1, -13183143.7352, 4020649.37954
2273, 0, 1, -13182396.3983, 4020043.09755
2274, 0, 1, -13183062.6491, 4020823.65916
2275, 0, 1, -13182998.1441, 4020644.58521
2276, 0, 1, -13182336.2623, 4020074.67095
2277, 0, 1, -13182882.6132, 4020840.21102
2278, 0, 1, -13182327.8752, 4020012.87111
2279, 0, 2, -13181897.4908, 4021250.85622
2280, 0, 2, -13181686.807, 4021029.59398
2281, 0, 1, -13182807.0494, 4020693.60069
2282, 0, 2, -13181707.9816, 4020939.08274
2283, 0, 2, -13181741.9147, 4020917.54053
